Id,R_G1,R_G2,R_G3,keeps_safe_distance_prec__a0_a1,precedes__a0_a1,rel_brakes_abruptly__a0_a1_i,brakes_abruptly__a0_i,a_ego,a_lead_rel
DEU_LocationALower-13_5_T-1,0.0098748622458757,1.0,0.0391681484555261,0.0098748622458757,0.0782962698534053,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-13_7_T-1,1.0,1.0,-0.0239038601656833,1.0,0.1560742311245796,-1.0,-1.0,0.0,0.0
DEU_LocationALower-13_8_T-1,0.1966590604719489,1.0,0.0616321392802135,0.1966590604719489,0.0516805794285488,-1.0,-1.0,0.0,-0.2499750000000133
DEU_LocationALower-13_9_T-1,0.9701584161672492,1.0,0.1005121436970289,0.6894490479483864,0.0418383596013789,-1.0,-1.0,0.0,0.0
DEU_LocationALower-14_10_T-1,0.692249650573319,1.0,0.0702721430884157,0.692249650573319,0.122748004317637,-1.0,-1.0,0.0,0.0
DEU_LocationALower-14_11_T-1,1.0,1.0,-0.0372958622218302,0.5712861356935103,-0.0771072556899382,-1.0,-1.0,0.0,0.0
DEU_LocationALower-14_12_T-1,0.0919758082367272,1.0,0.0211681377988691,0.0919758082367272,0.0975753954161158,-1.0,-1.0,0.0,-0.2499999999999502
DEU_LocationALower-14_14_T-1,0.1749700147559483,1.0,-0.0751678607066386,0.1749700147559483,0.1404576920667977,-1.0,-1.0,0.0,-0.2500000000001279
DEU_LocationALower-14_15_T-1,0.1844382295770071,1.0,0.1336321398385677,0.1844382295770071,0.1210105506979022,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-14_16_T-1,0.5943759443638065,1.0,-0.0218878559999999,0.5943759443638065,0.13275,-1.0,-1.0,0.0,0.0
DEU_LocationALower-14_18_T-1,0.0206155440643357,1.0,0.0004321439936371,0.0206155440643357,0.0904925001475328,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-14_19_T-1,0.29274513860039,1.0,-0.1254238519998628,0.29274513860039,0.1583678808625007,-1.0,-1.0,0.0,-0.2499999999999502
DEU_LocationALower-14_1_T-1,0.0355251247722613,1.0,0.0102241451217741,0.0355251247722613,0.051107146860064,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-14_23_T-1,0.2549107340619479,1.0,0.0432001456487794,0.2549107340619479,0.1302151970572506,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-14_24_T-1,0.1159185347588754,1.0,0.1342081451875032,0.1159185347588754,0.1172569352805002,-1.0,-1.0,0.0,0.0001750000000022
DEU_LocationALower-14_26_T-1,0.2791318488885013,1.0,-0.0336958615347672,0.2791318488885013,0.1787037758093262,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-14_28_T-1,0.1722594649380526,1.0,0.0936001407206308,0.1722594649380526,0.1052559904130449,-1.0,-1.0,0.0,-0.2500000000000391
DEU_LocationALower-14_3_T-1,1.0,1.0,0.0142561371711506,0.70388717312144,-0.0883747677145299,-1.0,-1.0,0.0,0.0
DEU_LocationALower-14_4_T-1,0.6058286994984856,1.0,-0.0005758490136451,0.6058286994984856,0.0553922021085364,-1.0,-1.0,0.0,0.0
DEU_LocationALower-14_5_T-1,0.0116339308236576,1.0,0.0276481463637228,0.0116339308236576,0.0922910452982191,-1.0,-1.0,0.0,-0.2503500000000436
DEU_LocationALower-14_6_T-1,0.0240087711226077,1.0,0.0116641503052266,0.0240087711226077,0.0764144183129441,-1.0,-1.0,0.0,0.4999999999999005
DEU_LocationALower-14_7_T-1,0.3847290251922961,1.0,-0.1236958620501339,0.3847290251922961,0.1490003876218107,-1.0,-1.0,0.0,0.0
DEU_LocationALower-14_8_T-1,0.1582551318583543,1.0,0.012096141845941,0.1582551318583543,0.1057340455851909,-1.0,-1.0,0.0,0.2499750000000133
DEU_LocationALower-14_9_T-1,0.0185570997712888,1.0,0.1278721414637818,0.0185570997712888,0.0743408463243039,-1.0,-1.0,0.0,0.0
DEU_LocationALower-25_10_T-1,0.2425732826070502,1.0,0.0839521453069603,0.2425732826070502,0.1373167413902674,-1.0,-1.0,0.0,0.2507500000000107
DEU_LocationALower-25_11_T-1,0.1130346798770898,1.0,0.0675361403396647,0.1130346798770898,0.1381571782236676,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-25_12_T-1,0.3744808967629193,1.0,0.1376641380562265,0.3744808967629193,0.1066869739593709,-1.0,-1.0,0.0,0.2504499999999687
DEU_LocationALower-25_13_T-1,0.5966934779341012,1.0,0.1497601369968724,0.5966934779341012,0.1471956516498743,-1.0,-1.0,0.0,0.0
DEU_LocationALower-25_14_T-1,0.3816100492692924,1.0,0.1196641434237298,0.3816100492692924,0.1135511222095878,-1.0,-1.0,0.0,0.0
DEU_LocationALower-25_15_T-1,0.3421294772889171,1.0,0.1645921480767097,0.3421294772889171,0.1418414569846483,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-25_17_T-1,0.0555002334134316,1.0,0.1317601479066778,0.0555002334134316,0.1083909538741892,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-25_18_T-1,0.2456635364239047,1.0,0.138528141312806,0.2456635364239047,0.1586057768704975,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-25_19_T-1,0.3211670886517525,1.0,0.1323361445599028,0.3211670886517525,0.124376325538671,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-25_1_T-1,0.2329240435269131,1.0,0.2319841467363543,0.2329240435269131,0.1004294139507538,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-25_20_T-1,0.08772740855656,1.0,0.0891361479240868,0.08772740855656,0.1292605431236072,-1.0,-1.0,0.0,0.0
DEU_LocationALower-25_21_T-1,-0.0096219236105381,1.0,0.2024641460190241,-0.0096219236105381,0.0363393945798895,-1.0,-1.0,0.0,0.0
DEU_LocationALower-25_22_T-1,0.1301476520589677,1.0,0.1879201467264659,0.1301476520589677,0.0776578278946804,-1.0,-1.0,0.0,0.4999999999999893
DEU_LocationALower-25_23_T-1,0.0916714755037825,1.0,0.1303201448540347,0.0916714755037825,0.1505818853883336,-1.0,-1.0,0.0,0.0004749999999553
DEU_LocationALower-25_24_T-1,0.0506502742179662,1.0,0.0967681422574957,0.0506502742179662,0.1037028291078771,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-25_26_T-1,0.1608503105010586,1.0,0.1460161498306504,0.1608503105010586,0.1110157617890895,-1.0,-1.0,0.0,-0.2500000000000391
DEU_LocationALower-25_28_T-1,0.0682937024565045,1.0,0.1401121413119815,0.0682937024565045,0.1173041011346804,-1.0,-1.0,0.0,-0.2500000000000391
DEU_LocationALower-25_29_T-1,0.0466395293611459,1.0,0.1667521458134743,0.0466395293611459,0.1008902717873427,-1.0,-1.0,0.0,-0.4999999999999893
DEU_LocationALower-25_30_T-1,0.0408001943077969,1.0,0.3636001433151085,0.0408001943077969,0.0643056756741029,-1.0,-1.0,0.0,-1.2499999999999956
DEU_LocationALower-25_3_T-1,0.250076811987918,1.0,0.1487521465043459,0.250076811987918,0.1387589961912967,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-25_5_T-1,0.0419143338692285,1.0,0.174528144,0.0419143338692285,0.0878639306834092,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-25_6_T-1,0.0856280979737784,1.0,0.181584151018857,0.0856280979737784,0.1299953091722574,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-25_7_T-1,0.1591760039678009,1.0,0.1697761460184891,0.1591760039678009,0.1301192152927367,-1.0,-1.0,0.0,0.2499499999999876
DEU_LocationALower-25_8_T-1,0.0263737623099233,1.0,0.1258561444801946,0.0263737623099233,0.1022936435238908,-1.0,-1.0,0.0,-0.2500000000000391
DEU_LocationALower-25_9_T-1,0.1834120512287005,1.0,0.1679041476579657,0.1834120512287005,0.1186847525766644,-1.0,-1.0,0.0,0.4999999999999893
DEU_LocationALower-26_10_T-1,0.0560939108440509,1.0,0.1441441448611322,0.0560939108440509,0.1167566992651713,-1.0,-1.0,0.0,-0.2500000000000391
DEU_LocationALower-26_11_T-1,0.1131603171049808,1.0,0.1031041479906709,0.1131603171049808,0.1592743269518847,-1.0,-1.0,0.0,0.0
DEU_LocationALower-26_14_T-1,0.1990789070806512,1.0,0.1553761421728228,0.1990789070806512,0.1236564663889602,-1.0,-1.0,0.0,-1.0019250000000035
DEU_LocationALower-26_17_T-1,0.0816814540086466,1.0,0.1340641439729168,0.008809408141307,0.0067153401713541,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-26_18_T-1,0.1153696828668045,1.0,0.1729441427798215,0.1153696828668045,0.11314405882932,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-26_19_T-1,0.0601286164486897,1.0,0.1418401463794255,0.0601286164486897,0.1174254475589819,-1.0,-1.0,0.0,-0.2499999999999502
DEU_LocationALower-26_1_T-1,0.14211013052602,1.0,0.2656801392457067,0.14211013052602,0.1076168849584686,-1.0,-1.0,0.0,-0.2499999999999946
DEU_LocationALower-26_21_T-1,0.0903996100242532,1.0,0.1175041408874117,0.0903996100242532,0.1441789329292096,-1.0,-1.0,0.0,0.5000500000000407
DEU_LocationALower-26_24_T-1,0.1566732006417914,1.0,0.157680144,0.1566732006417914,0.12675,-1.0,-1.0,0.0,0.0
DEU_LocationALower-26_25_T-1,0.0920670535275917,1.0,0.1103041390872233,0.0920670535275917,0.1041114382680676,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-26_26_T-1,0.0657185015295675,1.0,0.169200139290623,0.0657185015295675,0.1333596644073033,-1.0,-1.0,0.0,-0.2500000000000391
DEU_LocationALower-26_27_T-1,0.1197839682995557,1.0,0.199440147843906,0.1197839682995557,0.1509456871460195,-1.0,-1.0,0.0,0.4999500000000267
DEU_LocationALower-26_28_T-1,0.0670623453047726,1.0,0.1952641426583538,0.0670623453047726,0.1113448089916165,-1.0,-1.0,0.0,0.0
DEU_LocationALower-26_2_T-1,0.0732735210046015,1.0,0.2698561415804485,0.0732735210046015,0.1077942354135798,-1.0,-1.0,0.0,-0.0016749999999898
DEU_LocationALower-26_7_T-1,0.2437654806842796,1.0,0.1490401413051187,0.2437654806842796,0.151786109309613,-1.0,-1.0,0.0,0.2499750000000133
DEU_LocationALower-26_8_T-1,0.2286072005599162,1.0,0.1573921501381151,0.2286072005599162,0.1063331637710248,-1.0,-1.0,0.0,-5.000000005139782e-05
DEU_LocationALower-26_9_T-1,0.1516460219041205,1.0,0.171072145425121,0.1516460219041205,0.124050305387232,-1.0,-1.0,0.0,0.0
DEU_LocationALower-27_10_T-1,0.595071703249863,1.0,-0.0164158495122725,0.595071703249863,0.1598226934011265,-1.0,-1.0,0.0,0.0
DEU_LocationALower-27_11_T-1,0.061799185291241,1.0,-0.0381598524385749,0.061799185291241,0.1280333024977299,-1.0,-1.0,0.0,0.2500249999998871
DEU_LocationALower-27_12_T-1,0.1156967367552576,1.0,0.0969121455135155,0.1156967367552576,0.1237664385526317,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-27_13_T-1,0.0151019094239342,1.0,0.0531361376531356,0.0151019094239342,0.0076649412605588,-1.0,-1.0,0.0,0.0
DEU_LocationALower-27_14_T-1,0.2209201111598382,1.0,0.0227521395772059,0.2209201111598382,0.1092029041224551,-1.0,-1.0,0.0,0.0
DEU_LocationALower-27_16_T-1,0.1123997458531547,1.0,0.009360143558138,0.1123997458531547,0.1397113085795238,-1.0,-1.0,0.0,0.2495250000000837
DEU_LocationALower-27_18_T-1,0.1839241258569796,1.0,-0.0806398544318608,0.1839241258569796,0.1316947136666893,-1.0,-1.0,0.0,-0.2499999999999502
DEU_LocationALower-27_20_T-1,0.2118750846017893,1.0,0.024192146198255,0.2118750846017893,0.114081444895795,-1.0,-1.0,0.0,0.0003750000000302
DEU_LocationALower-27_21_T-1,0.7678279977286815,1.0,0.0204481458092647,0.7678279977286815,0.1509545762400035,-1.0,-1.0,0.0,0.0
DEU_LocationALower-27_23_T-1,0.0473826932232435,1.0,-0.020447859449025,0.0473826932232435,0.081831545354718,-1.0,-1.0,0.0,0.0
DEU_LocationALower-27_24_T-1,0.0231846769808361,1.0,0.15508814205955,0.0231846769808361,0.0772467689560572,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-27_26_T-1,0.2214418885568732,1.0,0.021456144,0.2214418885568732,0.1242865763323697,-1.0,-1.0,0.0,0.2492499999999786
DEU_LocationALower-27_27_T-1,0.0865406828219107,1.0,0.104112140440052,0.0865406828219107,0.114290587685347,-1.0,-1.0,0.0,0.7500000000000284
DEU_LocationALower-27_28_T-1,0.1253121330115637,1.0,0.1595521414045315,0.1253121330115637,0.1439749506949923,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-27_29_T-1,0.2346659779745038,1.0,0.0165601417532655,0.2346659779745038,0.1107334825537897,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-27_30_T-1,0.0850081587729447,1.0,0.0433441472671221,0.0850081587729447,0.1306357959351789,-1.0,-1.0,0.0,-0.2500000000000391
DEU_LocationALower-27_31_T-1,0.0445508074143363,1.0,0.2643841439656401,0.0445508074143363,0.0660868422702998,-1.0,-1.0,0.0,-0.2500000000000391
DEU_LocationALower-27_3_T-1,0.0517375682975085,1.0,0.0711361392670639,0.0517375682975085,0.1199127393630172,-1.0,-1.0,0.0,0.0
DEU_LocationALower-27_4_T-1,0.3585895252713961,1.0,0.1589761453037059,0.3585895252713961,0.1196564140671064,-1.0,-1.0,0.0,-0.0003750000000302
DEU_LocationALower-27_6_T-1,0.028523149417879,1.0,0.1622881449530113,0.028523149417879,0.0856730998698026,-1.0,-1.0,0.0,0.0
DEU_LocationALower-27_8_T-1,0.0640703907940795,1.0,0.1972801374785522,0.0640703907940795,0.1114348586438309,-1.0,-1.0,0.0,0.2505750000000084
DEU_LocationALower-28_10_T-1,1.0,1.0,0.010512146207373,1.0,0.0683543008650465,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_11_T-1,0.1974323501247818,1.0,-0.0004318496471842,0.1974323501247818,0.1526450296732532,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_12_T-1,0.0013630076440614,1.0,-0.00489585482988,0.0013630076440614,0.0863481994072142,-1.0,-1.0,0.0,0.4999999999999005
DEU_LocationALower-28_13_T-1,1.0,1.0,-0.0179998559999999,1.0,-0.0637499999999999,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_14_T-1,0.047588378024473,1.0,0.0289441381885053,0.047588378024473,0.0944465977515789,-1.0,-1.0,0.0,-0.2499999999999502
DEU_LocationALower-28_15_T-1,0.0802351122306264,1.0,0.0472321436405434,0.0802351122306264,0.1187277699920649,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_16_T-1,0.4553605606926634,1.0,0.1563841459128962,0.4553605606926634,0.1541413858408081,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_19_T-1,0.689008690954893,1.0,-0.0529918501831988,0.689008690954893,0.129935437980227,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_1_T-1,0.1111517785861389,1.0,0.1664641445045094,0.1111517785861389,0.0808689711127735,-1.0,-1.0,0.0,-0.2500000000000391
DEU_LocationALower-28_20_T-1,0.2435918879980161,1.0,-0.002879849940272,0.2435918879980161,0.143470818921493,-1.0,-1.0,0.0,-0.2502749999999665
DEU_LocationALower-28_21_T-1,0.3751384749425885,1.0,0.0578881397649942,0.3751384749425885,0.1132079590645668,-1.0,-1.0,0.0,-0.2499999999999502
DEU_LocationALower-28_22_T-1,-0.0137148117362623,1.0,0.0254881444920379,-0.0137148117362623,0.0725468916562065,-1.0,-1.0,0.0,-0.4999999999999893
DEU_LocationALower-28_23_T-1,0.8254098276595582,1.0,-0.02793586307695,0.8254098276595582,0.1133563044620238,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_24_T-1,0.0945971008783592,1.0,-0.0154078612032473,0.0945971008783592,0.1460173672114881,-1.0,-1.0,0.0,0.2500000000001279
DEU_LocationALower-28_25_T-1,0.0566389823924542,1.0,0.0627841381222424,0.0566389823924542,0.1021575734052877,-1.0,-1.0,0.0,-0.2499999999999502
DEU_LocationALower-28_26_T-1,0.0283981342235787,1.0,0.1190881500377122,0.0283981342235787,0.0719560473313441,-1.0,-1.0,0.0,0.2499999999999502
DEU_LocationALower-28_28_T-1,0.4207793813203289,1.0,0.0417601433567354,0.4207793813203289,0.0923212871161094,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_2_T-1,0.0653396299810938,1.0,0.0600481419654213,0.0653396299810938,0.1123799393029992,-1.0,-1.0,0.0,0.2466749999999962
DEU_LocationALower-28_30_T-1,0.090900517063134,1.0,-0.0217438565457006,0.090900517063134,0.1110393648858833,-1.0,-1.0,0.0,0.2500000000001279
DEU_LocationALower-28_31_T-1,0.7116649952006796,1.0,-0.0126718493535232,0.1152892670812829,0.0645790531897677,-1.0,-1.0,0.0,0.2499499999999876
DEU_LocationALower-28_32_T-1,0.1351303377885318,1.0,0.173088143556324,0.1351303377885318,0.129399982639009,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_3_T-1,0.4853731799320887,1.0,0.1326241464116245,0.4853731799320887,0.1273468432389897,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_4_T-1,0.1933862833717065,1.0,0.0411841428096333,0.1933862833717065,0.1252227077722619,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_5_T-1,0.0502195223790968,1.0,0.1078561377388017,0.0502195223790968,0.0898101238870787,-1.0,-1.0,0.0,0.2500000000000391
DEU_LocationALower-28_6_T-1,0.1536607250654784,1.0,0.0138241374428172,0.1536607250654784,0.0948248142660833,-1.0,-1.0,0.0,-0.2499999999999502
DEU_LocationALower-28_7_T-1,0.5842678243011902,1.0,0.1290241372786384,0.5842678243011902,0.1352935503031054,-1.0,-1.0,0.0,0.0
DEU_LocationALower-28_8_T-1,0.3677643460855382,1.0,-0.0614878563097643,0.3677643460855382,0.1355682365863529,-1.0,-1.0,0.0,0.0
DEU_LocationALower-29_10_T-1,0.0772735375930428,1.0,0.0486721440383248,0.0772735375930428,0.11623778157252,-1.0,-1.0,0.0,0.7500000000000284
DEU_LocationALower-29_11_T-1,0.2067080515855014,1.0,0.0436321392381022,0.2067080515855014,0.1057188739776229,-1.0,-1.0,0.0,0.0
DEU_LocationALower-29_13_T-1,0.3583695280515691,1.0,-0.0031678579879999,0.3583695280515691,0.1031364234530688,-1.0,-1.0,0.0,0.0
DEU_LocationALower-29_14_T-1,1.0,1.0,-0.0185758561004041,0.3323491759507358,-0.0467947401171944,-1.0,-1.0,0.0,0.0
DEU_LocationALower-29_16_T-1,0.2772381469175568,1.0,-0.0195838559999999,0.2772381469175568,0.12675,-1.0,-1.0,0.0,0.0
DEU_LocationALower-29_17_T-1,0.0770612024654921,1.0,0.0237601441431842,0.0770612024654921,0.1183066604119885,-1.0,-1.0,0.0,-0.2499999999999502
DEU_LocationALower-29_19_T-1,0.1291517708217061,1.0,0.0545761477660192,0.1291517708217061,0.1252400044271976,-1.0,-1.0,0.0,-0.2499999999999502
DEU_LocationALower-29_1_T-1,0.1586060627180553,1.0,0.0106561451694452,0.1586060627180553,0.1100918374863338,-1.0,-1.0,0.0,0.2478250000000237
DEU_LocationALower-29_20_T-1,0.5729164944788847,1.0,-0.0531358614383986,0.5729164944788847,0.1261726049144545,-1.0,-1.0,0.0,0.0
DEU_LocationALower-29_21_T-1,0.6209332790579819,1.0,0.0504001371820197,0.6209332790579819,0.1173384815199593,-1.0,-1.0,0.0,0.0
DEU_LocationALower-29_23_T-1,0.0238126791399015,1.0,0.0241921387460594,0.0238126791399015,0.0851257558244287,-1.0,-1.0,0.0,0.2500500000000016
DEU_LocationALower-29_24_T-1,0.0679355231972076,1.0,0.0253441494403641,0.0679355231972076,0.1289057533620359,-1.0,-1.0,0.0,0.4999999999999893
DEU_LocationALower-29_26_T-1,0.4771285440361263,1.0,0.0695521439731954,0.4771285440361263,0.1232044972175984,-1.0,-1.0,0.0,0.2504000000000062
DEU_LocationALower-29_28_T-1,0.3845400078569934,1.0,0.0329761429964793,0.3845400078569934,0.124295321847765,-1.0,-1.0,0.0,0.0
DEU_LocationALower-29_3_T-1,-0.0054781107072852,1.0,0.029232138203195,-0.0054781107072852,0.0698264443974454,-1.0,-1.0,0.0,0.0
DEU_LocationALower-29_5_T-1,0.0130110973538153,1.0,-0.0416158553517203,0.0130110973538153,0.1226609994679654,-1.0,-1.0,0.0,0.0002499999999017
DEU_LocationALower-29_8_T-1,0.1404458146111447,1.0,0.041184145373673,0.1404458146111447,0.1100651786379094,-1.0,-1.0,0.0,0.0
DEU_LocationALower-29_9_T-1,0.4984322997241858,1.0,-0.023183858270587,0.4984322997241858,0.1220432218073659,-1.0,-1.0,0.0,0.0
